year,total_fem_obit,total_words,felt_count,articles_containing_felt/total_articles,felt_uses/total_words,felt_uses,decided_count,articles_containing_decided/total_articles,decided_uses/total_words,decided_uses,real_count,articles_containing_real/total_articles,real_uses/total_words,real_uses,left_count,articles_containing_left/total_articles,left_uses/total_words,left_uses,actress_count,articles_containing_actress/total_articles,actress_uses/total_words,actress_uses,lawyer_count,articles_containing_lawyer/total_articles,lawyer_uses/total_words,lawyer_uses,judge_count,articles_containing_judge/total_articles,judge_uses/total_words,judge_uses,justice_count,articles_containing_justice/total_articles,justice_uses/total_words,justice_uses,family_count,articles_containing_family/total_articles,family_uses/total_words,family_uses,director_count,articles_containing_director/total_articles,director_uses/total_words,director_uses,president_count,articles_containing_president/total_articles,president_uses/total_words,president_uses,executive_count,articles_containing_executive/total_articles,executive_uses/total_words,executive_uses,assistant_count,articles_containing_assistant/total_articles,assistant_uses/total_words,assistant_uses,company_count,articles_containing_company/total_articles,company_uses/total_words,company_uses,secretary_count,articles_containing_secretary/total_articles,secretary_uses/total_words,secretary_uses,business_count,articles_containing_business/total_articles,business_uses/total_words,business_uses,senior_count,articles_containing_senior/total_articles,senior_uses/total_words,senior_uses,producer_count,articles_containing_producer/total_articles,producer_uses/total_words,producer_uses,working_count,articles_containing_working/total_articles,working_uses/total_words,working_uses,friend_count,articles_containing_friend/total_articles,friend_uses/total_words,friend_uses,career_count,articles_containing_career/total_articles,career_uses/total_words,career_uses,son_count,articles_containing_son/total_articles,son_uses/total_words,son_uses,daughter_count,articles_containing_daughter/total_articles,daughter_uses/total_words,daughter_uses,mother_count,articles_containing_mother/total_articles,mother_uses/total_words,mother_uses,father_count,articles_containing_father/total_articles,father_uses/total_words,father_uses,wife_count,articles_containing_wife/total_articles,wife_uses/total_words,wife_uses,sister_count,articles_containing_sister/total_articles,sister_uses/total_words,sister_uses,brother_count,articles_containing_brother/total_articles,brother_uses/total_words,brother_uses,companion_count,articles_containing_companion/total_articles,companion_uses/total_words,companion_uses,husband_count,articles_containing_husband/total_articles,husband_uses/total_words,husband_uses,children_count,articles_containing_children/total_articles,children_uses/total_words,children_uses,grandchildren_count,articles_containing_grandchildren/total_articles,grandchildren_uses/total_words,grandchildren_uses,child_count,articles_containing_child/total_articles,child_uses/total_words,child_uses
1997,268,152117,13,0.0485074626866,9.20344208734e-05,14,23,0.0858208955224,0.000177494954542,27,22,0.0820895522388,0.000157773292926,24,49,0.182835820896,0.000433876555546,66,22,0.0820895522388,0.000170921067336,26,22,0.0820895522388,0.000230086052184,35,10,0.0373134328358,0.000302398811441,46,11,0.0410447761194,8.54605336682e-05,13,105,0.391791044776,0.00108469138887,165,61,0.227611940299,0.000585075961267,89,93,0.347014925373,0.00130162966664,198,38,0.141791044776,0.000295824924236,45,36,0.134328358209,0.00026295548821,40,69,0.257462686567,0.000854605336682,130,23,0.0858208955224,0.000190642728952,29,34,0.126865671642,0.000341842134673,52,25,0.0932835820896,0.000230086052184,35,14,0.0522388059701,0.000151199405721,23,51,0.190298507463,0.00040100711952,61,43,0.160447761194,0.000361563796288,55,94,0.350746268657,0.000834883675066,127,109,0.40671641791,0.0011241347121,171,128,0.477611940299,0.00120959524576,184,71,0.264925373134,0.000946639757555,144,64,0.238805970149,0.000650814833319,99,36,0.134328358209,0.000387859345109,59,62,0.231343283582,0.000512763202009,78,62,0.231343283582,0.000460172104367,70,10,0.0373134328358,8.54605336682e-05,13,170,0.634328358209,0.00184726230467,281,72,0.268656716418,0.000907196434324,138,78,0.291044776119,0.000519337089214,79,42,0.15671641791,0.000387859345109,59
1998,263,174124,21,0.0798479087452,0.000137832808803,24,29,0.110266159696,0.000206749213204,36,16,0.0608365019011,0.000149318876203,26,45,0.171102661597,0.000321609887207,56,23,0.0874524714829,0.000264179550206,46,20,0.0760456273764,0.000172291011004,30,7,0.0266159695817,0.000137832808803,24,11,0.041825095057,0.000114860674002,20,113,0.429657794677,0.00120603707703,210,76,0.28897338403,0.000671934942914,117,71,0.269961977186,0.000723622246215,126,38,0.144486692015,0.000321609887207,56,27,0.102661596958,0.000195263145804,34,63,0.239543726236,0.000763823482116,133,19,0.0722433460076,0.000120603707703,21,39,0.148288973384,0.000390526291608,68,17,0.06463878327,0.000137832808803,24,16,0.0608365019011,0.000114860674002,20,59,0.22433460076,0.000442213594909,77,41,0.155893536122,0.000287151685006,50,96,0.365019011407,0.000786795616917,137,95,0.361216730038,0.000775309549516,135,107,0.406844106464,0.000907399324619,158,98,0.372623574144,0.000982058762721,171,64,0.243346007605,0.000631733707013,110,48,0.182509505703,0.000402012359009,70,67,0.254752851711,0.000625990673313,109,49,0.186311787072,0.000344582022007,60,11,0.041825095057,6.31733707013e-05,11,165,0.627376425856,0.00157359123383,274,83,0.315589353612,0.00125198134663,218,78,0.296577946768,0.00047092876341,82,43,0.163498098859,0.000333095954607,58
1999,238,143830,16,0.0672268907563,0.000152958353612,22,20,0.0840336134454,0.000146005701175,21,19,0.0798319327731,0.000139053048738,20,41,0.172268907563,0.000319822012098,46,21,0.0882352941176,0.000264200792602,38,19,0.0798319327731,0.000159911006049,23,7,0.0294117647059,0.000166863658486,24,7,0.0294117647059,8.34318292429e-05,12,91,0.382352941176,0.00107766112772,155,57,0.239495798319,0.000556212194952,80,54,0.226890756303,0.000639644024195,92,26,0.109243697479,0.000208579573107,30,23,0.0966386554622,0.000229437530418,33,56,0.235294117647,0.000750886463186,108,18,0.0756302521008,0.000187721615796,27,32,0.134453781513,0.000375443231593,54,15,0.063025210084,0.000125147743864,18,16,0.0672268907563,0.000132100396301,19,47,0.197478991597,0.000438017103525,63,41,0.172268907563,0.000312869359661,45,69,0.289915966387,0.00067440728638,97,74,0.310924369748,0.000743933810749,107,89,0.373949579832,0.000959466036293,138,66,0.27731092437,0.000688312591254,99,51,0.214285714286,0.000590975457137,85,31,0.13025210084,0.000326774664535,47,57,0.239495798319,0.000486685670583,70,46,0.193277310924,0.00040325384134,58,10,0.0420168067227,7.6479176806e-05,11,123,0.516806722689,0.00150872557881,217,64,0.268907563025,0.00087603420705,126,67,0.281512605042,0.000486685670583,70,30,0.126050420168,0.000354585274282,51
2000,235,148206,13,0.0553191489362,0.000128199937924,19,17,0.0723404255319,0.00012145257277,18,14,0.0595744680851,0.000148442033386,22,52,0.221276595745,0.00046556819562,69,28,0.11914893617,0.000377852448619,56,18,0.0765957446809,0.00015518939854,23,16,0.068085106383,0.000229410415233,34,3,0.0127659574468,6.07262863852e-05,9,89,0.378723404255,0.00104584159886,155,62,0.263829787234,0.000694978610852,103,55,0.234042553191,0.000607262863852,90,34,0.144680851064,0.00031037879708,46,25,0.106382978723,0.000229410415233,34,50,0.212765957447,0.000654494419929,97,13,0.0553191489362,0.000114705207616,17,29,0.123404255319,0.000303631431926,45,10,0.0425531914894,8.77157470008e-05,13,19,0.0808510638298,0.000182178859155,27,53,0.225531914894,0.000506052386543,75,37,0.157446808511,0.000290136701618,43,74,0.314893617021,0.000796189088161,118,86,0.365957446809,0.000856915374546,127,102,0.434042553191,0.00116729417163,173,72,0.306382978723,0.0008636627397,128,57,0.242553191489,0.000472315560774,70,37,0.157446808511,0.000377852448619,56,53,0.225531914894,0.000573526038082,85,46,0.195744680851,0.000350862988003,52,7,0.0297872340426,4.72315560774e-05,7,122,0.51914893617,0.00143718877778,213,83,0.353191489362,0.0011268099807,167,82,0.348936170213,0.000560031307774,83,42,0.178723404255,0.000350862988003,52
2001,232,156630,17,0.073275862069,0.000140458405159,22,24,0.103448275862,0.000172380769967,27,8,0.0344827586207,5.10757836941e-05,8,56,0.241379310345,0.000459682053247,72,30,0.129310344828,0.000408606269552,64,13,0.0560344827586,8.93826214646e-05,14,6,0.0258620689655,8.29981485028e-05,13,6,0.0258620689655,0.000102151567388,16,99,0.426724137931,0.00118112749793,185,48,0.206896551724,0.000453297580285,71,64,0.275862068966,0.000785290174296,123,27,0.116379310345,0.000204303134776,32,12,0.051724137931,8.29981485028e-05,13,55,0.237068965517,0.000906595160569,142,18,0.0775862068966,0.000165996297006,26,48,0.206896551724,0.000523526782864,82,15,0.0646551724138,9.57670944264e-05,15,18,0.0775862068966,0.000185149715891,29,51,0.219827586207,0.000427759688438,67,40,0.172413793103,0.000344761539935,54,77,0.331896551724,0.000810828066143,127,72,0.310344827586,0.000715060971717,112,98,0.422413793103,0.00105982251165,166,78,0.336206896552,0.000925748579455,145,83,0.35775862069,0.000906595160569,142,34,0.146551724138,0.000331992594011,52,63,0.271551724138,0.000536295728788,84,49,0.211206896552,0.00036391495882,57,11,0.0474137931034,8.29981485028e-05,13,134,0.577586206897,0.00164719402413,258,66,0.284482758621,0.000881057268722,138,68,0.293103448276,0.000446913107323,70,38,0.163793103448,0.000357530485858,56
2002,223,157607,12,0.0538116591928,9.5173437728e-05,15,20,0.0896860986547,0.000158622396213,25,29,0.130044843049,0.000228416250547,36,58,0.260089686099,0.000539316147125,85,26,0.116591928251,0.000291865209033,46,17,0.0762331838565,0.000139587708668,22,1,0.00448430493274,6.34489584853e-06,1,6,0.0269058295964,4.44142709397e-05,7,105,0.470852017937,0.00124359958631,196,68,0.304932735426,0.000659869168248,104,57,0.255605381166,0.000590075313914,93,36,0.161434977578,0.000285520313184,45,20,0.0896860986547,0.000139587708668,22,59,0.264573991031,0.000716973230884,113,16,0.0717488789238,0.000139587708668,22,36,0.161434977578,0.000342624375821,54,14,0.0627802690583,0.000107863229425,17,17,0.0762331838565,0.000158622396213,25,46,0.206278026906,0.000393383542609,62,39,0.174887892377,0.000317244792427,50,73,0.32735426009,0.000729663022581,115,79,0.354260089686,0.000761387501824,120,98,0.439461883408,0.00104056291916,164,79,0.354260089686,0.000977113960674,154,71,0.318385650224,0.000716973230884,113,24,0.107623318386,0.000184001979608,29,69,0.309417040359,0.000653524272399,103,60,0.269058295964,0.000456832501094,72,10,0.0448430493274,6.97938543339e-05,11,137,0.614349775785,0.0015291198995,241,83,0.372197309417,0.00113573635689,179,73,0.32735426009,0.000482212084489,76,35,0.156950672646,0.000336279479972,53
2003,193,126611,15,0.0777202072539,0.000142167742139,18,12,0.0621761658031,9.47784947595e-05,12,19,0.0984455958549,0.000173760573726,22,39,0.20207253886,0.000387012186935,49,25,0.129533678756,0.000363317563245,46,19,0.0984455958549,0.000181658781622,23,9,0.0466321243523,8.68802868629e-05,11,9,0.0466321243523,0.000102676702656,13,83,0.430051813472,0.00118473118449,150,46,0.238341968912,0.000616060215937,78,49,0.253886010363,0.000789820789663,100,24,0.124352331606,0.000300131900072,38,20,0.103626943005,0.000165862365829,21,30,0.155440414508,0.000371215771142,47,10,0.0518134715026,9.47784947595e-05,12,19,0.0984455958549,0.000205353405312,26,13,0.0673575129534,0.000110574910553,14,17,0.0880829015544,0.000221149821106,28,42,0.217616580311,0.000410706810625,52,39,0.20207253886,0.000434401434315,55,72,0.373056994819,0.000821413621249,104,72,0.373056994819,0.000813515413353,103,83,0.430051813472,0.00100307240287,127,51,0.264248704663,0.000695042294903,88,53,0.274611398964,0.000560772760661,71,30,0.155440414508,0.000276437276382,35,50,0.259067357513,0.000521281721177,66,39,0.20207253886,0.000355419355348,45,3,0.0155440414508,3.15928315865e-05,4,123,0.637305699482,0.0018797734794,238,53,0.274611398964,0.000639754839627,81,72,0.373056994819,0.000592365592247,75,29,0.150259067358,0.000276437276382,35
2004,187,123912,20,0.106951871658,0.000234037058558,29,11,0.0588235294118,9.68429207825e-05,12,15,0.0802139037433,0.000153334624572,19,40,0.213903743316,0.000419652656724,52,25,0.133689839572,0.000411582413326,51,9,0.048128342246,7.26321905869e-05,9,6,0.0320855614973,5.64917037898e-05,7,6,0.0320855614973,4.84214603912e-05,6,74,0.395721925134,0.000895797017238,111,45,0.24064171123,0.000556846794499,69,45,0.24064171123,0.000677900445477,84,24,0.128342245989,0.000266318032152,33,20,0.106951871658,0.000177545354768,22,44,0.235294117647,0.000677900445477,84,14,0.0748663101604,0.000137194137775,17,23,0.122994652406,0.000242107301956,30,8,0.0427807486631,8.87726773839e-05,11,19,0.101604278075,0.000242107301956,30,38,0.20320855615,0.000347020466137,43,40,0.213903743316,0.000395441926529,49,67,0.358288770053,0.000702111175673,87,60,0.320855614973,0.000694040932275,86,79,0.422459893048,0.000968429207825,120,50,0.267379679144,0.000710181419072,88,57,0.304812834225,0.000589127768093,73,26,0.139037433155,0.000225966815159,28,52,0.27807486631,0.000629478985086,78,45,0.24064171123,0.000451933630318,56,6,0.0320855614973,4.84214603912e-05,6,95,0.508021390374,0.00132351991736,164,60,0.320855614973,0.0011217638324,139,56,0.299465240642,0.000451933630318,56,35,0.187165775401,0.000597198011492,74
2005,156,105244,10,0.0641025641026,0.000104519022462,11,18,0.115384615385,0.000247044962183,26,15,0.0961538461538,0.000142525939721,15,36,0.230769230769,0.000418076089848,44,19,0.121794871795,0.000380069172589,40,14,0.0897435897436,0.000171031127665,18,7,0.0448717948718,0.000256546691498,27,5,0.0320512820513,0.000152027669036,16,71,0.455128205128,0.0011592109764,122,37,0.237179487179,0.00054159857094,57,41,0.262820512821,0.00072213142792,76,21,0.134615384615,0.000256546691498,27,16,0.102564102564,0.00016152939835,17,29,0.185897435897,0.000465584736422,49,11,0.0705128205128,0.000142525939721,15,23,0.147435897436,0.000304055338072,32,15,0.0961538461538,0.00018053285698,19,8,0.0512820512821,9.50172931474e-05,10,28,0.179487179487,0.00036106571396,38,30,0.192307692308,0.00036106571396,38,55,0.352564102564,0.000912166014215,96,50,0.320512820513,0.000769640074494,81,70,0.448717948718,0.00109269887119,115,50,0.320512820513,0.000807646991752,85,39,0.25,0.000484588195051,51,23,0.147435897436,0.000275550150127,29,39,0.25,0.000513093382996,54,25,0.160256410256,0.000256546691498,27,3,0.0192307692308,2.85051879442e-05,3,92,0.589743589744,0.00143476112653,151,48,0.307692307692,0.00105469195394,111,45,0.288461538462,0.000437079548478,46,29,0.185897435897,0.000370567443275,39
2006,193,158888,15,0.0777202072539,0.000119581088566,19,26,0.134715025907,0.000195105986607,31,12,0.0621761658031,8.81123810483e-05,14,38,0.19689119171,0.000270630884648,43,26,0.134715025907,0.000339862041186,54,18,0.0932642487047,0.000176224762097,28,6,0.0310880829016,8.81123810483e-05,14,9,0.0466321243523,0.000106993605559,17,93,0.481865284974,0.0010888172801,173,56,0.290155440415,0.000579024218317,92,58,0.300518134715,0.000818186395448,130,20,0.103626943005,0.000169931020593,27,20,0.103626943005,0.000157343537586,25,59,0.305699481865,0.000855948844469,136,21,0.108808290155,0.000195105986607,31,28,0.145077720207,0.000251749660138,40,14,0.0725388601036,9.44061225517e-05,15,15,0.0777202072539,9.44061225517e-05,15,39,0.20207253886,0.00034615578269,55,43,0.222797927461,0.000333568299683,53,74,0.383419689119,0.000786717687931,125,62,0.321243523316,0.000667136599366,106,84,0.435233160622,0.000862242585973,137,68,0.352331606218,0.000774130204924,123,78,0.40414507772,0.000610492925835,97,39,0.20207253886,0.000453149388248,72,48,0.248704663212,0.000490911837269,78,36,0.186528497409,0.000327274558179,52,15,0.0777202072539,0.000106993605559,17,107,0.554404145078,0.00124616081768,198,73,0.378238341969,0.00089371129349,142,63,0.326424870466,0.000402799456221,64,40,0.20725388601,0.000320980816676,51
